id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
2491970,The Tired Traveler Inn,Serenity Falls in lovely Astoria 15min to the city,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Washer and Dryer'
 'Smart locks for self check-in']",2933553,Liza,not confirmed,Inexperienced,0,Hammerbrook in Germany,Germany,9978,usd,Non Holiday Season,No,08-10-2013,08-10-2014,0.15,69.3,not confirmed,394,0,Flexible,49.83,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],7,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.32,2,Clean up and treat the home the way you'd like your home to be treated,21.93,1.7928,68.7018,2014
7354973,The Home Away from Home,Spacious Brownstone Apt with Private Backyard,Shared room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Air conditioning']",9683191,Brad,not confirmed,Experienced,0,Constitución in Argentina,Argentina,3344,usd,Holiday Season,Yes,24-01-2009,24-01-2010,0.14,78.04,not confirmed,109,0,Moderate,46.36,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],264,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.19,8,Clean up and treat the home the way you'd like your home to be treated,22.804,11.2104,99.3888,2010
2685154,The Home Away from Home,Large Room Overlooking Central Park,Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Air conditioning' 'Heaters']",4564332,Kevin,not confirmed,Moderately Experienced,0,Meireles in Brazil,Brazil,2905,usd,Holiday Season,No,22-10-2009,22-10-2010,0.13,77.43,not confirmed,986,0,Moderate,39.22,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],125,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.27,1,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",22.743,0.6129,57.1558,2010
4780553,Maui Beach Retreat,Prime Williamsburg 1/BD New Condo,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'LED TV'
 'Smart locks for self check-in']",4659089,Nekhena,not confirmed,Experienced,0,Oak Lawn in  Texas,Michigan,4376,usd,Non Holiday Season,No,15-06-2010,15-06-2011,0.11,76.32,not confirmed,598,0,Flexible,26.39,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Eggs'],278,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.13,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.632,0.8451,58.3442,2011
6107096,La Belle Vie,"Great new apt, close to everything",Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Smart locks for self check-in' 'Heaters']",7049922,Serge,not confirmed,Moderately Experienced,0,Capucins in France,France,5073,usd,Holiday Season,No,27-09-2021,27-09-2022,0.13,87.46,not confirmed,992,0,Moderate,51.38,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Yogurt'],2,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.82,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",23.746,3.6828,72.6866,2022
7166524,,Eveland the Place to Stay & Enjoy a 5-⭐️ 2bdrm,Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'LED TV' 'Smart locks for self check-in']",9745320,Jenna,not confirmed,Moderately Experienced,0,Richmond in Melbourne,Melbourne,3984,usd,Holiday Season,No,17-03-2021,17-03-2022,0.14,80.27,not confirmed,707,0,Strict,16.28,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Eggs'],353,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.15,5,No smoking,23.027,2.9025,36.5906,2022
3658497,,Snug & Private Bedroom only 30-35 min to Manhattan,Apartment,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Washer and Dryer' 'Free parking']",9874904,Michelle,not confirmed,Inexperienced,0,Capucins in France,France,9165,usd,Holiday Season,Yes,30-05-2021,30-05-2022,0.12,82.21,not confirmed,493,0,Strict,25.41,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],257,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.71,3, I have a cute and quiet mixed chihuahua.,23.221,7.8651,50.7414,2022
6424490,The Little Peaceful Retreat,"BIG, COMFY , PRIV. ROOM, BIG APT, YARD, GREAT LOC.",Apartment,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Air conditioning'
 'Iron and iron board']",8130995,Freddy,not confirmed,Inexperienced,0,Triana in Spain,Spain,2468,usd,Non Holiday Season,Yes,05-09-2011,05-09-2012,0.14,73.28,confirmed,270,0.69,Strict,47.53,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Yogurt'],394,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.98,3,Clean up and treat the home the way you'd like your home to be treated,22.328,5.6538,120.9454,2012
8945827,La Belle Vie,Loft Style Apt in Williamsburg,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Washer and Dryer'
 'Pool']",5149905,Camilla,confirmed,Experienced,0.14,Hammerbrook in Germany,Germany,9831,usd,Non Holiday Season,No,13-11-2017,13-11-2018,0.15,85.86,confirmed,333,0.47,Flexible,53.15,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'OJ'],292,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.93,10,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,35.6064,21.411,128.144,2018
6542176,The Northern Colonial,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Pool'
 'Air conditioning']",8043851,Owens,not confirmed,Experienced,0,Oak Lawn in  Texas,Kansas,9594,usd,Holiday Season,No,31-08-2014,31-08-2015,0.11,85.35,confirmed,546,0.61,Flexible,19.72,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],334,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.68,3,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.535,7.0308,65.8516,2015
6844975,Hawthorne Crown Jewel,Apt with EmpireState view-Subway around the corner,Shared room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Air conditioning' 'Pool' 'Free parking']",4109326,Alina,confirmed,Moderately Experienced,0.15,Oak Lawn in  Texas,Mumbai,7911,usd,Non Holiday Season,Yes,03-10-2008,03-10-2009,0.15,82.29,confirmed,252,0.69,Moderate,15.08,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],249,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.18,8,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,35.5725,17.6688,106.9976,2009
3899685,The Home Away from Home,Your own Lovely West Village Studio,Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Iron and iron board' 'Heaters']",6864444,Lyndon,not confirmed,Inexperienced,0,Richmond in Melbourne,Melbourne,5913,usd,Non Holiday Season,Yes,05-07-2010,05-07-2011,0.13,80.39,not confirmed,703,0,Moderate,30.45,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Muffins'],402,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.53,7,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,23.039,4.7817,52.6434,2011
4692940,The Tired Traveler Inn,Greenwich Village Stylish Apartment,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Washer and Dryer' 'Coffee machine']",5955689,Carlos,not confirmed,Moderately Experienced,0,Capucins in France,France,8653,usd,Holiday Season,No,17-07-2022,17-07-2023,0.12,65.81,confirmed,910,0.71,Flexible,39.78,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Juices'],336,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.14,7,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,21.581,9.7146,113.194,2023
5319446,The Oasis,Large Cozy 1 BR Apartment In Midtown East,Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Smart locks for self check-in'
 'Air conditioning']",1934778,Diego,not confirmed,Experienced,0,Poncey-Highland in  Georgia,Sydney,8097,usd,Non Holiday Season,Yes,06-10-2012,06-10-2013,0.11,67.3,not confirmed,33,0,Moderate,27.62,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Bread and Jam'],390,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.99,4, I have a cute and quiet mixed chihuahua.,21.73,6.4692,69.0184,2013
2508923,Sandy Beachfront Oasis,Greenwich Village Stylish Apartment,Entire house,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Air conditioning' 'Heaters']",8202612,Alina,not confirmed,Experienced,0,District VII in  Hungary,Alaska,4714,usd,Non Holiday Season,No,30-06-2019,30-06-2020,0.13,65.04,confirmed,951,0.51,Strict,46.71,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],375,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.54,10,No smoking,21.504,14.958,104.634,2020
9613181,The Oasis,Authentic New York City Living,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Free parking' 'Coffee machine']",2038954,Armstrong,confirmed,Moderately Experienced,0.12,Roma Sur in MexicoCity,MexicoCity,3286,usd,Holiday Season,No,11-10-2020,11-10-2021,0.13,66.09,confirmed,754,0.53,Flexible,24.44,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],97,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.13,2, I have a cute and quiet mixed chihuahua.,29.5398,4.3902,80.8406,2021
8543554,The Chalet,Lovely 3 bedroom in Italianate Brownstone w/garden,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Heaters' 'Pool']",4141503,Jones,confirmed,Inexperienced,0.15,Meireles in Brazil,Brazil,6793,usd,Holiday Season,Yes,14-08-2010,14-08-2011,0.1,77.61,confirmed,824,0.59,Strict,57.1,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Juices'],119,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.89,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",34.4025,3.1806,123.3988,2011
4470115,Himalayan Home,Private 1-Bedroom Apt in Townhouse,Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Coffee machine' 'Heaters']",1309043,Luisa,confirmed,Inexperienced,0.12,Triana in Spain,Spain,5988,usd,Non Holiday Season,Yes,22-08-2019,22-08-2020,0.12,84.64,confirmed,667,0.73,Flexible,28.39,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'OJ'],347,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.46,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,33.6208,2.2842,110.0006,2020
5452850,,"2 Bedrooms For Groups, GREAT LOCATION",Shared room,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Smart locks for self check-in' 'Coffee machine']",9863236,Montgomery,not confirmed,Inexperienced,0,Hammerbrook in Germany,Germany,1517,usd,Non Holiday Season,No,22-05-2019,22-05-2020,0.15,86.95,not confirmed,551,0,Flexible,37.94,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],456,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",3.21,8," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",23.695,6.9336,62.4821,2020
4678745,Rosie’s Retreat,Private Room in Fort Green BK close to city,Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Free parking' 'Washer and Dryer']",9989211,Studioplus,not confirmed,Inexperienced,0,Triana in Spain,Spain,9549,usd,Holiday Season,No,01-01-2012,01-01-2013,0.14,85.91,not confirmed,375,0,Moderate,46.72,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'OJ'],115,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.01,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.591,0.5427,64.84,2013
3020709,Silverlake Hills Hidden Gem,Tree lined block modern apartment,Private room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Free parking' 'Heaters']",3860771,Emma,not confirmed,Inexperienced,0,Triana in Spain,Spain,1564,usd,Non Holiday Season,Yes,24-12-2011,24-12-2012,0.14,76.4,confirmed,835,0.48,Moderate,23.93,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],470,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.59,10,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",22.64,20.493,98.387,2012
9300618,The Easy in Brooklyn,Cozy 2 br in sunny Fort Greene apt,Apartment,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Pool']",9647739,Cameron,not confirmed,Inexperienced,0,Triana in Spain,Spain,1877,usd,Non Holiday Season,Yes,31-10-2020,31-10-2021,0.14,72,confirmed,739,0.47,Flexible,54.21,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Muffins'],29,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.64,9,Clean up and treat the home the way you'd like your home to be treated,22.2,11.2752,116.4852,2021
8063571,Maui Beach Retreat,Loft Style Apt in Williamsburg,Entire house,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Coffee machine' 'Free parking']",3849275,Bill,confirmed,Experienced,0.16,Constitución in Argentina,Argentina,2216,usd,Holiday Season,No,07-01-2018,07-01-2019,0.14,79.32,not confirmed,783,0,Strict,39.25,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Juices'],48,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.09,9," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",35.6232,17.2287,104.5714,2019
